Company_Name,Skills they are looking for,Number of positions
husys consulting limited,"['.net' 'agile' 'agile methodology' 'assembly language' 'c' 'c++' 'cmmi'
 'computer science' 'consulting' 'design' 'django' 'eclipse' 'html'
 'integration php' 'iso' 'javascript' 'jquery' 'machine learning'
 'manager technology' 'memory management' 'mysql' 'open source' 'oracle'
 'postgresql' 'python' 'real time operating systems' 'scheduling'
 'six sigma' 'technical product configuration' 'tools' 'xml']",8
ibm,"['advanced java' 'agile' 'aix' 'application administrator'
 'application programming' 'automation' 'cloud' 'data analysis' 'db2'
 'db2 database administrator' 'dba' 'devops' 'docker' 'hibernate'
 'image management' 'it skills' 'j2ee' 'java' 'jenkins' 'jms' 'jsp'
 'linux' 'linux kernel' 'maven' 'multithreading' 'networking' 'openshift'
 'oracle' 'os internals' 'packaging' 'performance tuning' 'python'
 'quality assurance' 'sap' 'selenium' 'software development' 'testing'
 'training' 'troubleshooting' 'ui development' 'unix'
 'unix operating system' 'xml']",9
icici bank,"['automation' 'business analyst' 'business continuity'
 'cloud infrastructure' 'cyber security' 'data governance'
 'financial services' 'full stack developer' 'information security' 'paas'
 'software development' 'stp' 'system analyst' 'technology manager'
 'technology solutions' 'workflow']",2
ideal job consultant,"['android' 'artificial intelligence' 'be' 'communications' 'development'
 'information technology' 'java' 'programming' 'software']",3
ideal placement and consultants (p) ltd.,"['cvs' 'ejb' 'hibernate' 'it skills' 'j2ee' 'java' 'java developer'
 'jboss' 'oracle' 'oracle 10g' 'oracle as' 'socket programming' 'struts'
 'testing']",2
idfc first bank,"['agile' 'architecture' 'backend' 'change management' 'computer science'
 'individual contributor' 'j2ee' 'manager technology' 'middleware'
 'operational excellence' 'product quality' 'project management' 'soa'
 'solution architecture' 'system analyst' 'system integration'
 'technical design' 'uddi' 'web technologies' 'xml']",5
iflex (recruitingpartner),['j2ee' 'software engineer associate' 'spring' 'technical associate'],1
igt india private limited,"['apache http server' 'css' 'git' 'html' 'jenkins' 'jquery' 'maven'
 'node.js']",1
ihs markit,"['aerospace' 'agile' 'analytical' 'automation' 'aws' 'backend' 'big data'
 'cloud' 'coding' 'computer science' 'data processing' 'data science'
 'data structures' 'fixed income' 'healthcare' 'hibernate' 'html' 'http'
 'ihs' 'information technology' 'interpersonal skills' 'it skills' 'java'
 'javascript' 'jquery' 'linux' 'manager quality assurance' 'maritime'
 'microsoft' 'object oriented design' 'oracle' 'project management'
 'python' 'rdbms' 'risk management' 'service industry' 'soa'
 'software development' 'sqa' 'system architecture' 'testing' 'uml' 'wcf'
 'workflow' 'xml']",8
ikeva venture and knowledge advisory services pvt   ltd.,['ccna' 'cisco' 'it networking'],1
index infotech,"['c# net' 'crystal' 'data structures' 'dot net framework'
 'microsoft visual studio net' 'object oriented' 'sql db' 'ssrs']",1
index infotech india pvt ltd,"['c# net' 'crystal' 'data structures' 'dot net framework'
 'microsoft visual studio net ide' 'object oriented skill' 'sql db' 'ssrs']",1
index infotech(india) private limited,"['c#' 'c# net' 'crystal' 'microsoft visual studio net ide'
 'object oriented' 'sql' 'sql server' 'ssrs']",1
indian eagle pvt. ltd.,['analytical' 'analytical skills' 'programing' 'strategic thinking'],1
inflection.io,"['aws' 'data analysis' 'git' 'health insurance' 'it skills' 'python'
 'selenium' 'testing']",1
infomerica (india) pvt. ltd,"['ajax' 'communication' 'html 5 0' 'java' 'java script' 'springboot' 'sql'
 'ui']",1
informatica,"['aws' 'cloud' 'it skills' 'java' 'oracle' 'software development'
 'tableau' 'tomcat']",1
infostretch corporation (india) pvt. ltd,"['android' 'angular' 'ansible' 'aws' 'big data' 'cloud' 'css' 'debugging'
 'devops' 'html' 'it skills' 'java' 'javascript' 'jenkins'
 'machine learning' 'react native' 'reactjs' 'redux' 'rest api'
 'software development' 'testing']",3
infosun technologies pvt ltd,"['asp.net' 'asp.net mvc' 'c#' 'entity framework' 'software development'
 'web api']",1
inmar intelligence,"['agile & scrum' 'django' 'fastapi' 'frontend' 'html5' 'it skills'
 'javascript' 'nosql' 'object oriented principles' 'pyramid' 'python'
 'python frameworks' 'software development' 'ui' 'vue']",2
innovaccer,"['django' 'javascript' 'nosql' 'postgresql' 'python'
 'software development' 'software engineering' 'web services']",1
intel,"['automation' 'computer science' 'debugging' 'device drivers' 'firmware'
 'graphics' 'high performance computing' 'infrastructure' 'linux'
 'linux kernel' 'opengl' 'redhat' 'silicon' 'software solutions'
 'system architecture' 'system integration' 'test execution'
 'test strategy' 'ubuntu']",3
intelliswift,"[list(['it skills', 'java', 'python', 'software development', 'testing', 'cad', 'cad flow development'])
 list(['sybase dba', 'sap basis administration', 'solution management', 'hana', 'sap basis admin', 'sybase', 'sap basis', 'sap'])]",2
invesco (india) pvt ltd,['.net' 'aws' 'css' 'html5' 'redux' 'sql server' 'vue' 'web api'],1
ispatial techno solution pvt ltd.,"['analytical' 'asp net' 'c# net' 'communication' 'entity framework'
 'html5' 'jquery' 'written']",1
ispatial techno solutions pvt ltd.,"['analytical' 'analytical skills' 'arcgis' 'asp.net' 'automation testing'
 'business development' 'communication' 'computer science'
 'entity framework' 'esri' 'esri s geographic information system'
 'it skills' 'jquery' 'mvc' 'net' 'object oriented design' 'sdlc'
 'software engineer trainee' 'software testing' 'vb net'
 'web technologies']",3
itforte staffing services private ltd.,"['application development' 'configuration management' 'devops' 'domino'
 'manager quality assurance' 'maven' 'subversion' 'vmware']",1
itniche,"['ajax' 'c#' 'css' 'development' 'hiring' 'information technology'
 'it skills' 'javascript' 'ms sql' 'photoshop' 'server' 'soft skills'
 'web designing' 'wordpress' 'xhtml' 'xml']",2
ivanti,['angularjs' 'cloud' 'devops' 'it skills' 'j2ee' 'java' 'python' 'unix'],1
jignasa techno solutions,"['communication' 'core javaj2ee' 'jquery' 'oracle sql' 'plsql' 'python'
 'spring' 'spring boot']",1
jj consultancy,['.net' 'c' 'c++' 'communication' 'hibernate' 'it skills' 'java' 'testing'],1
joveo technologies private limited,"['algorithms' 'data structures' 'it skills' 'java' 'software development'
 'testing']",1
jpmorgan chase,"['angular' 'angular js' 'angularjs' 'hibernate' 'html' 'it skills' 'java'
 'oracle']",1
jpmorgan chase bank,"['algorithms' 'angularjs' 'angularjs 7' 'data structures' 'j2ee' 'java'
 'mysql' 'rdbms' 'react.js' 'redux' 'restful web services'
 'software engineering' 'spring' 'springboot']",2
k tree computer solutions (i) pvt ltd.,"['code' 'configuration' 'css' 'hibernate' 'javascript' 'jquery' 'mysql'
 'networking' 'php' 'sap' 'software' 'struts' 'tools' 'xml']",2
karmanya,"['black box testing' 'computer science' 'html' 'information technology'
 'javascript' 'selenium' 'testing tools' 'troubleshooting']",1
kayk technologies pvt ltd,['keras' 'matlab' 'python' 'r programming' 'sas' 'tensorflow' 'theano'],1
kensium solutions private limited,"['dms' 'erp' 'hrms' 'information technology' 'it sales' 'sales executive'
 'software sales' 'tally']",1
kepler techno private ltd,['api' 'core java' 'database' 'node.js' 'python'],1
keste software pvt. ltd.,"['apis' 'continuous integration' 'deployment' 'hcm' 'sales'
 'software engineer trainee']",1
kinara ai private limited,"['c' 'c++' 'compilers' 'data structures' 'debugging' 'fpga' 'linux driver'
 'os internals']",1
kireeti soft,"['ado net' 'angular' 'asp net' 'asp.net' 'c# net' 'dot net developer'
 'it skills' 'jquery' 'kendo ui' 'mvc' 'net core' 'oops' 'react'
 'sql server' 'vuejs']",2
knoldus software,['java' 'java 8' 'springboot java'],1
kuling technologies pvt ltd,"['algorithms' 'coding skills' 'css' 'html' 'modelling' 'nodejs'
 'problem solving skills' 'rdbms']",1
l&g technologies private limited,"['advertising' 'information technology' 'it recruitment' 'it staffing'
 'recruitment' 'us it staffing' 'verbal' 'written communication']",1
larsen & toubro (l&t),"['angularjs' 'css' 'javascript' 'microservices' 'nosql' 'oauth2' 'openid'
 'rdbms']",1
larsen & toubro infotech limited,"[list(['agile', 'siebel', 'java', 'communication', 'salesforce', 'appian', 'analytical', 'sharepoint'])
 list(['android', 'oops', 'kotlin', 'mvp', 'analytical', 'mvvm', 'it skills', 'testing'])
 list(['apis', 'analytical', 'restful services', 'design patterns', 'scrum', 'kubernetes', 'web api', 'odata'])
 list(['biztalk server', 'windows server', 'exchange server', 'c #', 'technical support', 'sql server', 'application support', 'net'])
 list(['ci / cd', 'tosca', 'devops', 'tosca bi', 'jenkins', 'it skills', 'software development', 'testing'])
 list(['communication', 'ssrs', 'azure', 'azure devops', 'analytical', 'verbal', 'power bi', 'core x++ development'])
 list(['computer science', 'object oriented design', 'core java', 'data structures', 'j2ee', 'application development', 'apache', 'financial services'])
 list(['confluence', 'jira', 'agile', 'it skills', 'software development', 'scrum master', 'software engineer', 'api'])
 list(['core x++ development', 'ms dynamics d365', 'power bi', 'ssrs', 'verbal', 'software development life cycle', 'azure', 'written'])
 list(['css', 'expressjs', 'hibernate', 'html5', 'scrum', 'nosql', 'jquery', 'mongo'])
 list(['daml', 'hyperledger fabric', 'react js', 'html', 'css', 'sql', 'docker', 'node js'])
 list(['docker', 'oracle database', 'automation', 'hibernate', 'core java', 'linux', 'db2', 'configuration management'])
 list(['ec2', 'cloud watch', 'jenkins', 'analytical', 'fiddler', 'postman', 'wcf', 'lambda'])
 list(['executive', 'customer satisfaction', 'project management', 'financial planning', 'cost reduction', 'strategic planning', 'program delivery', 'infrastructure'])
 list(['ibm business automation workflow', 'management', 'bpm', 'restful apis', 'ibm bpm', 'automation', 'web technologies', 'sil'])
 list(['it skills', 'java', 'python', 'testing', 'selenium', 'erp', 'enterprise applications', 'xml'])
 list(['it skills', 'java', 'python', 'testing', 'selenium', 'qa', 'test automation', 'test data'])
 list(['it skills', 'java', 'software development', 'testing', 'selenium', 'manual testing', 'erp', 'automation'])
 list(['it skills', 'java', 'testing', 'oracle', 'jenkins', 'oracle database', 'automation', 'hibernate'])
 list(['it skills', 'software development', 'javascript', 'performance tuning', 'system architecture', 'xml', 'xslt', 'application development'])
 list(['itil', 'pl / sql', 'change management', 'unix', 'shell scripting', 'production support', 'sql database', 'external audit'])
 list(['javascript', 'powerbi', 'office 365', 'microsoft flow', 'angular js', 'git', 'soap', 'sharepoint api'])
 list(['jira', 'sharepoint api', 'css', 'rest', 'git', 'javascript', 'powerbi', 'communication'])
 list(['jms', 'xml', 'agile', 'jdbc', 'j2ee', 'html', 'json', 'scrum'])
 list(['json api', 'debugging', 'aks', 'rest', 'yaml', 'kubernetes', 'mashery', 'azure api'])
 list(['maven', 'junit', 'pl - sql', 'karma', 'communication', 'design patterns', 'spring boot', 'gradle'])
 list(['nodejs', 'typescript', 'gulp', 'javascript', 'webpack', 'angular', 'github', 'rest webservices'])
 list(['oracle database', 'nosql', 'rdbms', 'coding', 'microsoft technology associate', 'manager technology', 'html', 'json'])
 list(['perl', 'core', 'rdbms', 'communication', 'pl - sql', 'linux', 'verbal', 'sql'])
 list(['react', 'javascript', 'typescript', 'communication', 'lg', 'samsung', 'redux', 'xbox'])
 list(['rest apis', 'ci - cd', 'postgres', 'redux', 'devops', 'reactjs', 'java', 'it skills'])
 list(['runner', 'jenkins', 'appium', 'jira', 'github', 'agile', 'rest api', 'scrum'])
 list(['spring core', 'newman', 'nodejs', 'svn', 'git', 'jenkins', 'java 7', 'restful services'])
 list(['tosca', 'it skills', 'testing', 'automation framework', 'test scripts'])
 list(['tosca automation', 'it skills', 'testing', 'automation framework', 'automation', 'automation testing', 'test scripts', 'test reporting'])
 list(['typescript', 'html 5', 'soap', 'sql server', 'lodash', 'test - driven development', 'javascript', 'knockout js'])]",37
lincoln tech,"['computer science' 'database management' 'equity' 'information system'
 'management systems' 'programming' 'system management' 'time management']",1
locuselite private limited,['java' 'java web technologies' 'multithreading' 'sql database'],1
logicplanet it services (india) pvt. ltd.,"['bash' 'big query' 'gcp' 'google bigquery' 'it skills' 'python scripting'
 'sql' 'unix scripting']",1
loginradius,"['+html+css+azure' 'automation testing' 'aws' 'azure' 'css' 'docker'
 'html' 'it skills' 'java' 'kubernetes' 'node js' 'node.js' 'nodejs+nosql'
 'react' 'rest api' ""rest api's"" 'restassured' 'selenium' 'sql'
 'web automation framework']",3
logonb2b soft solutions pvt. ltd.,"['analytical' 'communication' 'dreamweaver' 'html' 'joomla' 'mysql' 'php'
 'wordpress']",1
m/s prinics photo printers india private limited,['c' 'embedded systems'],1
m/s rahul akole,"['advanced java' 'core java' 'it skills' 'java' 'javascript' 'meteor'
 'nodejs' 'software engineering' 'spring boot' 'spring framework'
 'troubleshooting']",2
macrohire llp,['.net' 'bi' 'coding' 'etl' 'java' 'net' 'programming' 'python'],1
madhees,"['agile' 'application development' 'cassandra' 'concept design'
 'data structures' 'front end' 'git' 'github' 'javascript' 'json' 'lms'
 'mentor' 'mobile development' 'software engineering manager'
 'technical leadership' 'xml']",3
